# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  5 05:36:43 2017
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
#
rowid,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_dens,st_dist,st_teff,st_mass,st_rad
2816,17.42117490,,,,,0.287,,665.00,5741.00,1.05,0.98
2817,29.90722674,,,,,0.202,,525.00,5871.00,0.97,0.94
2818,2.15491000,0.035000,,,,0.127,,,6211.00,1.25,1.41
2819,5.85994400,0.068000,,,,0.230,,,6211.00,1.25,1.41
2820,8.13123000,0.084000,,,,0.136,,,6211.00,1.25,1.41
2821,3.03214559,,,,,0.264,,805.00,5849.00,1.08,1.35
2822,21.38521506,,,,,0.211,,537.00,5522.00,0.92,0.87
2823,4.18200253,,,,,0.222,,423.00,5490.00,0.97,0.88
2824,14.70748976,,,,,0.174,,593.00,5665.00,1.02,1.19
2825,0.90037648,,,,,0.070,,593.00,5665.00,1.02,1.19
2826,13.72465129,,,,,0.185,,661.00,5865.00,1.04,1.11
2827,46.40633580,,,,,0.242,,783.00,6170.00,1.15,1.24
2828,1.26025909,,,,,0.278,,867.00,5281.00,0.86,0.82
2829,24.54350418,,,,,0.314,,1244.00,5808.00,1.01,1.01
2830,1.28707676,,,,,0.145,,341.00,4103.00,0.63,0.60
2831,17.67179600,,,,,0.223,,688.00,4870.00,0.79,0.74
2832,17.81581500,0.135200,,,,0.250,,1107.00,5962.00,1.04,0.97
2833,9.27358194,,,,,0.229,,564.00,4779.00,0.75,0.71
2834,6.02930132,,,,,0.274,,558.00,4483.00,0.70,0.67
2835,21.67697486,,,,,0.194,,641.00,4897.00,0.79,0.74
2836,4.99678284,,,,,0.232,,1030.00,5264.00,0.86,0.82
2837,2.52559332,,,,,0.237,,1386.00,5754.00,1.01,1.02
2838,16.01310205,,,,,0.232,,651.00,4913.00,0.79,0.74
2839,4.49876092,,,,,0.214,,1330.00,5887.00,1.03,1.05
2840,41.43962808,,,,,0.422,,907.00,5327.00,0.91,0.87
2841,8.35390639,,,,,0.241,,877.00,5352.00,0.87,0.82
2842,4.12554687,,,,,0.431,,1778.00,6038.00,1.15,1.20
2843,15.72590000,0.117100,,,,0.262,,1107.00,5331.00,0.86,0.78
2844,2.81650485,,,,,1.176,,980.00,5709.00,0.99,0.99
2845,4.28095859,,,,,0.240,,1139.00,5624.00,0.97,0.95
2846,38.37746230,,,,,0.223,,1011.00,5627.00,0.95,0.92
2847,3.72873109,,,,,0.583,,978.00,5355.00,0.88,0.84
2848,2.24338185,,,,,0.151,,302.00,4192.00,0.60,0.57
2849,2.33743801,,,,,0.218,,651.00,4945.00,0.79,0.75
2850,11.59822172,,,,,0.271,,243.00,3701.00,0.51,0.49
2851,6.57531678,,,,,0.480,,1180.00,5723.00,1.00,0.99
2852,7.27503724,,,,,0.459,,875.00,5520.00,0.94,0.91
2853,12.39358604,,,,,0.269,,968.00,5403.00,0.87,0.84
2854,5.39875000,,,,0.01878,0.208,2.60000,135.00,5793.00,1.08,1.24
2855,9.60504000,,,,0.02265,0.089,,135.00,5793.00,1.08,1.24
2856,625.00000000,,,,0.84007,,,135.00,5793.00,1.08,1.24
2857,3.68992629,,,,,0.216,,1342.00,5890.00,1.08,1.11
2858,26.39435646,,,,,0.275,,666.00,5021.00,0.80,0.76
2859,12.61190667,,,,,0.658,,951.00,5559.00,0.92,0.89
2860,2.53918318,,,,,0.176,,976.00,5703.00,0.96,0.95
2861,6.77030201,,,,,0.300,,1066.00,5493.00,0.89,0.86
2862,1.62552220,,,,,0.944,,1145.00,5963.00,1.11,1.16
2863,1.59474546,,,,,1.084,,1203.00,5649.00,0.94,0.92
2864,20.50586978,,,,,0.314,,628.00,4841.00,0.77,0.73
2865,3.89593684,,,,,0.871,,1247.00,5715.00,0.98,0.96
2866,22.36656079,,,,,0.258,,1044.00,5518.00,0.91,0.88
2867,13.72234100,0.094000,0.160000,89.620,,0.200,,,5638.00,0.81,0.93
2868,242.46130000,0.640000,0.140000,89.850,,0.153,,,5638.00,0.81,0.93
2869,7.74809437,,,,,0.531,,1653.00,5913.00,1.11,1.16
2870,8.11437900,,,,,0.186,,239.00,3715.00,0.53,0.50
2871,21.81293494,,,,,0.277,,1000.00,5440.00,0.90,0.86
2872,15.37563332,,,,,0.908,,1002.00,4881.00,0.76,0.72
2873,6.36584161,,,,,0.250,,1023.00,5700.00,0.97,0.95
2874,3.04033042,,,,,0.822,,620.00,5181.00,0.84,0.80
2875,4.19042557,,,,,0.548,,1285.00,5903.00,1.06,1.08
2876,3.70987065,,,,,0.368,,1091.00,5513.00,0.92,0.88
2877,16.32976218,,,,,0.328,,1135.00,5612.00,0.94,0.91
2878,27.80756293,,,,,1.259,,888.00,5330.00,0.81,0.78
2879,4.88548920,0.060670,,85.161,0.44100,1.622,0.14000,,5933.00,1.36,1.97
2880,80.87206390,,,,,0.534,,1061.00,5692.00,0.98,0.96
2881,10.35533177,,,,,0.253,,755.00,5343.00,0.88,0.84
2882,10.52629406,,,,,0.818,,892.00,5419.00,0.90,0.86
2883,4.58352176,,,,,0.732,,1482.00,6185.00,1.18,1.27
2884,3.76182115,,,,,0.233,,1054.00,5616.00,0.97,0.96
2885,56.05605380,,,,,0.188,,251.00,3722.00,0.53,0.51
2886,41.40831347,,,,,1.175,,810.00,5394.00,0.87,0.84
2887,2.23749275,,,,,0.119,,626.00,5099.00,0.80,0.76
2888,3.16789194,,,,,0.261,,1241.00,5692.00,0.97,0.96
2889,16.08524954,,,,,0.261,,668.00,5071.00,0.80,0.77
2890,4.34728553,,,,,0.168,,919.00,5611.00,0.94,0.91
2891,23.58914398,,,,,0.304,,664.00,5222.00,0.84,0.80
2892,21.02247699,,,,,0.304,,944.00,5148.00,0.84,0.78
2893,226.89047000,,,,,0.433,,944.00,5148.00,0.84,0.78
2894,7.41114100,,,,,0.221,,1003.00,5785.00,0.98,0.99
2895,8.09888799,,,,,0.863,,1460.00,5995.00,1.09,1.12
2896,10.00652995,,,,,0.335,,1214.00,5871.00,1.04,1.04
2897,10.37168453,,,,,0.259,,675.00,5099.00,0.83,0.78
2898,4.40840023,,,,,0.216,,1126.00,5485.00,0.88,0.85
2899,2.05234990,,,,,1.477,,1520.00,6191.00,1.18,1.30
2900,5.00731778,,,,,0.760,,1427.00,5777.00,0.99,0.98
2901,4.70832654,,,,,0.750,,880.00,5618.00,0.95,0.92
2902,5.39202539,,,,,0.236,,848.00,5075.00,0.82,0.78
2903,4.09357325,,,,,0.235,,1375.00,5863.00,1.03,1.05
2904,105.14474900,,,,,0.252,,1375.00,5863.00,1.03,1.05
2905,4.08227507,,,,,1.088,,965.00,5539.00,0.92,0.89
2906,3.31494634,,,,,0.294,,862.00,5437.00,0.90,0.86
2907,39.64317811,,,,,0.948,,778.00,5363.00,0.88,0.84
2908,21.80451088,,,,,0.291,,838.00,5452.00,0.88,0.85
2909,5.15448442,,,,,0.226,,892.00,5441.00,0.89,0.86
2910,5.74347727,,,,,0.298,,1236.00,5660.00,0.95,0.93
2911,3.16635371,,,,,0.319,,1271.00,5633.00,0.94,0.91
2912,6.49168426,,,,,0.822,,1455.00,5726.00,1.00,1.01
2913,3.85560355,,,,,1.238,,1311.00,5849.00,1.03,1.06
2914,9.46781405,,,,,0.194,,150.00,3631.00,0.49,0.46
2915,0.89304124,,,,,0.113,,150.00,3631.00,0.49,0.46
2916,20.83424726,,,,,0.252,,980.00,5418.00,0.90,0.86
2917,6.10485286,,,,,0.318,,553.00,5326.00,0.85,0.78
2918,11.51516988,,,,,0.263,,790.00,5107.00,0.85,0.80
2919,3.60147201,,,,,0.261,,1007.00,5217.00,0.86,0.81
2920,28.59915399,,,,,0.175,,195.00,3813.00,0.51,0.48
2921,24.58721573,,,,,0.223,,992.00,5327.00,0.86,0.82
2922,12.53248465,,,,,0.296,,1128.00,5601.00,0.93,0.90
2923,7.34071100,0.078100,0.000000,87.460,0.63000,0.960,0.88000,1330.00,6000.00,1.18,1.12
2924,3.58410122,,,,,0.408,,1262.00,5438.00,0.91,0.87
2925,7.03902374,,,,,0.265,,1530.00,6129.00,1.16,1.24
2926,8.36086824,,,,,0.289,,499.00,4642.00,0.76,0.71
2927,3.17926292,,,,,0.108,,258.00,5486.00,0.94,0.85
2928,12.06222443,,,,,0.145,,486.00,5594.00,0.94,0.93
2929,9.93143556,,,,,0.193,,1199.00,5849.00,1.04,1.04
2930,3.48159251,,,,,0.099,,450.00,5418.00,0.91,0.93
2931,35.61760587,,,,,0.470,,855.00,5096.00,0.82,0.78
2932,7.40742793,,,,,0.225,,1271.00,5934.00,1.07,1.10
2933,17.31716585,,,,,0.277,,753.00,5009.00,0.79,0.75
2934,8.88491160,0.081800,0.570000,89.120,10.10000,1.050,11.00000,1140.00,5200.00,0.91,0.89
2935,9.42887179,,,,,0.274,,1181.00,6160.00,1.15,1.23
2936,4.08899022,,,,,0.145,,1181.00,6160.00,1.15,1.23
2937,17.44490636,,,,,0.219,,748.00,5387.00,0.87,0.84
2938,18.82747265,,,,,0.251,,1075.00,5373.00,0.87,0.83
2939,5.74772501,,,,,0.170,,278.00,4346.00,0.68,0.65
2940,14.55962370,,,,,0.179,,1192.00,5935.00,1.06,1.08
2941,1.26909037,,,,,0.157,,368.00,5043.00,0.82,0.77
2942,2.85313364,,,,,0.112,,368.00,5043.00,0.82,0.77
2943,1.22486632,,,,,0.100,,852.00,5282.00,0.82,0.79
2944,1.02267882,,,,,0.121,,1016.00,6014.00,1.08,1.13
2945,12.10971040,,,,,0.221,,1353.00,6228.00,1.16,1.42
2946,4.75793986,,,,,0.151,,1353.00,6228.00,1.16,1.42
2947,20.49661970,,,,,0.189,,1353.00,6228.00,1.16,1.42
2948,8.19347190,,,,,0.136,,1353.00,6228.00,1.16,1.42
2949,41.80598500,,,,,0.203,,892.00,5860.00,1.04,1.04
2950,1.54492980,0.027400,,77.550,2.01000,1.360,1.10000,,6409.00,1.20,1.32
2951,8.70419416,,,,,0.273,,782.00,5322.00,0.89,0.85
2952,2.46697439,,,,,0.132,,782.00,5322.00,0.89,0.85
2953,10.12804789,,,,,0.181,,867.00,5706.00,0.95,0.93
2954,3.77055210,,,,,1.131,,1465.00,5944.00,1.06,1.08
2955,1.19655156,,,,,0.109,,902.00,5166.00,0.84,0.80
2956,7.33683936,,,,,0.146,,1013.00,5557.00,0.92,0.89
2957,27.66552260,,,,,0.217,,1000.00,5901.00,1.05,1.06
2958,6.10027804,,,,,0.302,,1614.00,5992.00,1.10,1.15
2959,161.52801010,,,,,0.592,,1185.00,5694.00,0.96,0.94
2960,11.39100250,,,,,0.160,,795.00,5108.00,0.82,0.78
2961,7.42608998,,,,,0.261,,1362.00,6186.00,1.19,1.28
2962,15.98701740,,,,,0.160,,1362.00,6186.00,1.19,1.28
2963,3.57878087,0.045010,0.000000,88.000,0.43000,0.960,0.60300,570.00,5520.00,0.95,0.99
2964,18.92540274,,,,,0.205,,761.00,5598.00,0.94,0.92
2965,1.47532231,,,,,0.107,,761.00,5598.00,0.94,0.92
2966,4.15244722,,,,,0.125,,761.00,5598.00,0.94,0.92
2967,8.73485836,,,,,0.162,,1000.00,5906.00,1.03,1.05
2968,12.99207337,,,,,0.162,,689.00,5714.00,0.98,1.11
2969,3.74910006,,,,,0.128,,528.00,5850.00,1.04,1.01
2970,11.08957230,,,,,0.283,,1190.00,6403.00,1.57,2.42
2971,0.97486893,,,,,0.106,,400.00,5468.00,0.92,0.84
2972,4.89718784,,,,,0.114,,727.00,5071.00,0.83,0.78
2973,5.72812599,,,,,0.131,,383.00,4043.00,0.58,0.56
2974,3.75574426,,,,,0.150,,899.00,5102.00,0.81,0.77
2975,7.09714223,,,,,0.082,,224.00,3804.00,0.46,0.44
2976,0.35500000,,0.000000,79.000,0.00600,0.105,5.57000,,5058.00,0.76,0.74
2977,0.67737516,,,,,0.079,,520.00,5769.00,1.01,1.02
2978,13.21407320,,,,,0.258,,1036.00,5162.00,0.81,0.78
2979,158.68533080,,,,,0.286,,412.00,5867.00,0.98,1.01
2980,4.29264638,,,,,0.070,,544.00,5521.00,0.93,0.89
2981,31.59226460,,,,,0.141,,604.00,5674.00,1.00,1.32
2982,1.97376093,,,,,1.162,,666.00,4739.00,0.77,0.71
2983,53.52934870,,,,,0.217,,512.00,4838.00,0.81,0.74
2984,0.92831050,,,,,0.114,,468.00,4248.00,0.65,0.62
2985,8.39846269,,,,,0.227,,1649.00,6159.00,1.16,1.23
2986,8.63847725,,,,,0.189,,915.00,5870.00,1.01,1.02
2987,13.48450000,0.117000,0.015000,88.780,0.03430,0.310,1.43000,,6174.00,1.17,1.30
2988,27.40290000,0.187000,0.030000,89.480,0.01900,0.332,0.62000,,6174.00,1.17,1.30
2989,52.09020000,0.287000,0.025000,89.930,0.01900,0.639,0.09000,,6174.00,1.17,1.30
2990,81.06590000,0.386000,0.012000,89.130,0.01300,0.311,0.53000,,6174.00,1.17,1.30
2991,13.73469807,,,,,0.194,,727.00,5208.00,0.84,0.80
2992,14.55397590,,,,,0.272,,1447.00,6383.00,1.30,1.47
2993,11.30119217,,,,,0.175,,1205.00,5971.00,1.09,1.12
2994,4.24153639,,,,,0.122,,794.00,5745.00,0.98,0.97
2995,11.13125132,,,,,0.188,,763.00,5839.00,1.19,1.38
2996,29.61934210,,,,,0.150,,458.00,5631.00,0.94,0.96
2997,6.40087618,,,,,0.116,,377.00,5475.00,0.93,1.09
2998,27.07237711,,,,,0.194,,752.00,5680.00,0.96,0.95
2999,13.71933369,,,,,0.213,,1085.00,6224.00,1.19,1.29
3000,133.46052350,,,,,0.614,,1029.00,5681.00,0.95,0.93
3001,3.52249910,0.047400,,83.978,0.59000,1.416,0.27000,1330.00,6213.00,1.21,1.49
3002,7.05246000,0.064800,,89.340,0.02180,0.238,1.38000,357.00,4540.00,0.73,0.68
3003,9.52355000,0.079200,,89.330,0.02121,0.244,1.22000,357.00,4540.00,0.73,0.68
3004,3.07222000,0.037200,,88.350,0.02124,0.136,7.04000,357.00,4540.00,0.73,0.68
3005,4.64489000,0.049100,,88.790,0.01299,0.143,3.75000,357.00,4540.00,0.73,0.68
3006,0.98678730,0.017500,,86.500,,0.108,,357.00,4540.00,0.73,0.68
3007,14.13176026,,,,,0.254,,1049.00,5315.00,0.85,0.82
3008,11.41928253,,,,,0.178,,419.00,4435.00,0.67,0.63
3009,40.05874730,,,,,0.316,,828.00,5507.00,0.93,0.90
3010,50.28638192,,,,,0.338,,615.00,5919.00,1.05,1.12
3011,14.37457351,,,,,0.173,,648.00,5817.00,1.01,1.05
3012,9.65185017,,,,,0.102,,648.00,5817.00,1.01,1.05
3013,30.86389310,,,,,0.258,,657.00,6112.00,1.19,1.65
3014,8.09219642,,,,,0.102,,260.00,5770.00,0.99,1.16
3015,117.93108781,,,,,0.930,,1312.00,5965.00,1.04,1.06
3016,0.63133235,,,,,0.130,,321.00,4653.00,0.76,0.71
3017,55.63934000,,,,,0.269,,933.00,5734.00,0.99,0.98
3018,5.95500000,,,,,0.216,,,4500.00,0.64,0.59
3019,12.04000000,,,,,0.211,,,4500.00,0.64,0.59
3020,20.83784600,0.128000,,,,0.108,,,4500.00,0.64,0.59
3021,4.59725385,,,,,0.172,,1554.00,5803.00,1.03,1.04
3022,23.58447697,,,,,0.241,,847.00,5747.00,1.01,1.24
3023,10.11716531,,,,,0.317,,1482.00,6761.00,1.45,1.71
3024,19.12947337,,,,,0.191,,840.00,5743.00,0.95,0.93
3025,6.14698510,,,,,0.189,,1327.00,6162.00,1.15,1.22
3026,8.57503552,,,,,0.367,,1199.00,5028.00,1.25,3.42
3027,10.50682565,,,,,0.914,,1059.00,5286.00,0.90,0.85
3028,3.99010623,,,,,0.806,,1401.00,5861.00,1.03,1.03
3029,10.03538581,,,,,0.456,,967.00,5638.00,0.94,0.92
3030,33.19956480,,,,,0.246,,722.00,5279.00,0.86,0.81
3031,26.44400000,,,,,0.357,,,5428.00,0.85,0.94
3032,51.53800000,,,,,0.477,,,5428.00,0.85,0.94
3033,2.38296100,0.034000,,,,0.158,,,5428.00,0.85,0.94
3034,5.90220600,0.063000,,,,0.220,,,5428.00,0.85,0.94
3035,127.83380980,,,,,0.543,,989.00,6260.00,1.23,1.36
3036,1.92279873,,,,,0.117,,619.00,5191.00,0.84,0.80
3037,3.22296927,,,,,0.158,,956.00,5928.00,1.06,1.08
3038,4.16809082,,,,,0.140,,896.00,5643.00,0.98,0.96
3039,4.51436633,,,,,0.167,,1352.00,6035.00,1.15,1.22
3040,3.77360059,,,,,0.136,,820.00,5976.00,1.03,1.08
3041,8.18182460,,,,,0.164,,820.00,5976.00,1.03,1.08
3042,4.48758907,,,,,0.112,,649.00,6079.00,1.05,1.15
3043,51.92927591,,,,,0.502,,1352.00,5602.00,0.93,0.91
3044,0.56785714,,,,,0.135,,625.00,5039.00,0.81,0.77
3045,6.88337562,,,,,0.188,,954.00,5698.00,0.98,0.97
3046,9.77000000,,,,,0.252,,,4648.00,0.66,0.59
3047,20.09000000,,,,,0.211,,,4648.00,0.66,0.59
3048,5.16979600,0.051000,,,,0.173,,,4648.00,0.66,0.59
3049,11.29695137,,,,,0.152,,1122.00,6037.00,1.07,1.11
3050,5.62153941,,,,,0.113,,577.00,5732.00,0.99,0.97
3051,7.13969410,,,,,0.184,,1346.00,5596.00,0.92,0.90
3052,18.75469980,,,,,0.180,,421.00,4339.00,0.64,0.62
3053,13.32388301,,,,,0.180,,620.00,4554.00,0.70,0.66
3054,11.41909375,,,,,0.249,,2011.00,5954.00,1.08,1.11
3055,11.36112327,,,,,0.244,,1003.00,5895.00,1.03,1.04
3056,16.56059504,,,,,0.228,,846.00,5403.00,0.85,0.81
3057,15.74957994,,,,,0.244,,1210.00,5770.00,0.98,0.96
3058,37.81445140,,,,,0.229,,833.00,6058.00,1.22,1.31
3059,8.72600000,,,,,0.199,,,6031.00,1.00,1.17
3060,12.88300000,,,,,0.211,,,6031.00,1.00,1.17
3061,4.22453700,0.052000,,,,0.123,,,6031.00,1.00,1.17
3062,27.43438900,0.181000,,,,0.232,,,6031.00,1.00,1.17
3063,44.55216900,0.250000,,,,0.196,,,6031.00,1.00,1.17
3064,2.49577962,,,,,1.523,,778.00,5920.00,1.04,1.06
3065,124.41983980,,,,,0.467,,1052.00,5324.00,0.85,0.81
3066,1.21956827,,,,,0.143,,552.00,4848.00,0.78,0.73
3067,2.05387982,,,,,0.231,,1247.00,5830.00,1.02,1.03
3068,2.61302086,,,,,0.150,,394.00,4128.00,0.59,0.57
3069,0.92785982,,,,,0.182,,471.00,4913.00,0.79,0.75
3070,19.80792185,,,,,0.221,,1233.00,5579.00,0.94,0.91
3071,2.34323190,,,,,0.105,,529.00,4940.00,0.83,0.77
3072,6.91134416,,,,,0.152,,797.00,5695.00,1.01,1.20
3073,394.62449040,,,,,0.637,,747.00,6059.00,1.23,1.64
3074,8.30600000,,,,,0.176,,,5436.00,0.92,0.89
3075,12.51300000,,,,,0.194,,,5436.00,0.92,0.89
3076,17.91323000,0.130000,,,,0.107,,,5436.00,0.92,0.89
3077,25.21675100,0.163000,,,,0.113,,,5436.00,0.92,0.89
3078,7.19303878,,,,,0.159,,1535.00,5932.00,1.06,1.09
3079,8.50699658,,,,,0.150,,869.00,5455.00,0.89,0.85
3080,44.93098040,,,,,0.227,,854.00,6100.00,1.19,1.16
3081,7.16892463,,,,,0.151,,610.00,6350.00,1.30,1.55
3082,2.14463285,,,,,1.492,,741.00,6179.00,1.17,1.27
3083,7.88663110,,,,,0.745,,1043.00,5835.00,1.03,1.03
3084,8.02768059,,,,,0.830,,1175.00,5535.00,0.96,0.93
3085,85.35129427,,,,,0.607,,1039.00,5773.00,0.99,0.99
3086,76.13602028,,,,,0.434,,296.00,5653.00,0.96,0.91
3087,20.38177573,,,,,0.276,,915.00,5020.00,0.81,0.77
3088,5.10137945,,,,,0.289,,1295.00,5836.00,1.04,1.06
3089,3.94963138,,,,,0.203,,806.00,5047.00,0.82,0.78
3090,3.14866453,,,,,0.197,,806.00,5333.00,0.88,0.84
3091,15.59461874,,,,,0.259,,1145.00,5678.00,0.96,0.95
3092,5.83376092,,,,,0.214,,1573.00,5754.00,1.00,1.00
3093,14.16399294,,,,,0.222,,664.00,5570.00,0.93,0.92
3094,2.61703254,,,,,0.145,,690.00,4751.00,0.75,0.71
3095,150.24212700,,,,,0.414,,824.00,5541.00,0.92,0.91
3096,5.03251791,,,,,0.183,,1269.00,5614.00,0.93,0.89
3097,40.42877550,,,,,0.322,,957.00,5664.00,0.97,0.95
3098,114.73635000,0.481000,0.036000,89.274,1.02000,1.204,0.72900,,5600.00,1.10,1.82
3099,191.23180000,0.676000,0.039000,89.588,0.02000,0.548,0.15200,,5600.00,1.10,1.82
3100,21.35876210,,,,,0.248,,1231.00,5857.00,1.01,1.02
3101,22.04590180,,,,,0.334,,1695.00,5993.00,1.11,1.14
3102,2.57885507,,,,,0.178,,1114.00,5902.00,1.05,1.08
3103,20.55338440,,,,,0.335,,1397.00,6163.00,1.18,1.27
3104,40.06867270,,,,,0.352,,1072.00,6020.00,1.09,1.13
3105,27.50737990,,,,,0.259,,1244.00,5958.00,1.06,1.11
3106,5.14438011,,,,,0.128,,735.00,5060.00,0.81,0.77
3107,18.45847097,,,,,0.189,,572.00,5261.00,0.85,0.81
3108,25.94220330,,,,,0.172,,567.00,5044.00,0.81,0.77
3109,33.38559380,,,,,0.229,,772.00,5792.00,1.02,1.02
3110,7.71468975,,,,,0.237,,673.00,6761.00,1.46,1.74
3111,4.44448017,,,,,0.159,,1364.00,5961.00,1.06,1.09
3112,3.98953967,,,,,0.110,,525.00,5476.00,0.90,0.87
3113,12.98495573,,,,,0.159,,549.00,6116.00,1.06,1.09
3114,5.69919514,,,,,0.110,,420.00,5715.00,1.00,0.94
3115,18.11472949,,,,,0.223,,632.00,6187.00,1.21,1.35
3116,6.24146367,,,,,0.136,,857.00,6098.00,1.10,1.16
3117,20.42228798,,,,,0.164,,831.00,6194.00,1.19,1.29
3118,7.63846023,,,,,0.101,,831.00,6194.00,1.19,1.29
3119,70.69790610,,,,,0.157,,413.00,5875.00,0.97,0.90
3120,3.74443900,,,,,0.097,,513.00,5961.00,1.14,1.25
3121,52.75875577,,,,,0.793,,1387.00,5954.00,1.09,1.13
3122,53.44945593,,,,,0.572,,1372.00,5887.00,1.06,1.07
3123,13.75210720,,,,,0.251,,640.00,4747.00,0.75,0.72
3124,6.33855761,,,,,0.270,,1216.00,5820.00,1.00,0.99
3125,9.80322400,,,,,0.248,,1090.00,5603.00,0.87,0.85
3126,2.80624233,,,,,0.137,,516.00,4315.00,0.65,0.61
3127,144.54739600,,,,,0.226,,896.00,5262.00,0.84,0.81
3128,8.04726420,,,,,0.213,,1147.00,5839.00,1.03,1.04
3129,5.87061910,,,,,0.133,,479.00,4223.00,0.65,0.62
3130,19.17891293,,,,,0.239,,1038.00,5595.00,0.93,0.91
3131,19.24000000,0.140000,0.150000,,0.25200,0.842,0.52400,650.00,5777.00,1.07,1.02
3132,38.91000000,0.225000,0.130000,,0.17100,0.823,0.38300,650.00,5777.00,1.07,1.02
3133,1.59285100,0.027300,,,,0.146,,650.00,5777.00,1.07,1.02
3134,6.99130860,,,,,0.186,,505.00,4836.00,0.78,0.73
3135,3.51749439,,,,,0.122,,241.00,4184.00,0.59,0.57
3136,40.10995470,,,,,0.227,,904.00,5647.00,0.95,0.93
3137,10.35077210,,,,,0.179,,829.00,5682.00,0.98,0.97
3138,62.92285570,,,,,0.226,,829.00,5682.00,0.98,0.97
3139,3.02166863,,,,,0.158,,1151.00,6160.00,1.16,1.25
3140,5.08274652,,,,,0.126,,521.00,5461.00,0.95,0.86
3141,41.69799760,,,,,0.188,,758.00,6035.00,1.06,1.02
3142,15.86621821,,,,,0.107,,352.00,6106.00,1.08,1.38
3143,1.34059747,,,,,0.109,,250.00,5973.00,1.11,1.12
3144,13.93290318,,,,,0.131,,318.00,6154.00,1.17,1.23
3145,6.24658000,0.073100,,69.680,0.81000,1.367,0.40000,1030.00,4550.00,1.31,6.30
3146,2.36436901,,,,,0.073,,402.00,6230.00,1.26,1.50
3147,20.31050100,,,,,0.232,,567.00,6112.00,1.34,1.99
3148,2.53475627,,,,,0.250,,1265.00,5998.00,1.07,1.11
3149,10.29672521,,,,,0.184,,597.00,4687.00,0.63,0.61
3150,4.40966548,,,,,0.123,,678.00,5877.00,1.10,1.15
3151,4.59489604,,,,,0.134,,806.00,6173.00,1.21,1.38
3152,32.29687980,,,,,0.157,,769.00,5248.00,0.85,0.81
3153,2.97041437,,,,,0.170,,1027.00,5418.00,0.80,0.76
3154,4.85386933,,,,,0.155,,1245.00,6028.00,1.11,1.14
3155,11.04603384,,,,,0.201,,1219.00,6113.00,1.15,1.21
3156,13.74900000,,,,0.20200,0.313,,,5883.00,1.21,1.70
3157,26.72300000,,,,0.01900,0.232,,,5883.00,1.21,1.70
3158,49.35680000,,0.070000,,,0.184,,,5883.00,1.21,1.70
3159,6.53192704,,,,,0.216,,926.00,5403.00,0.89,0.85
3160,100.82741130,,,,,0.339,,926.00,5403.00,0.89,0.85
3161,51.30063400,,,,,0.256,,847.00,5663.00,0.93,0.91
3162,0.93846683,,,,,0.127,,558.00,5671.00,0.95,0.93
3163,6.93366476,,,,,0.123,,966.00,5988.00,1.11,1.26
3164,61.03701170,,,,,0.274,,995.00,6167.00,1.14,1.23
3165,33.86785310,,,,,0.209,,623.00,4673.00,0.77,0.72
3166,52.06886010,,,,,0.206,,771.00,5806.00,1.01,1.01
3167,9.11499030,,,,,0.153,,879.00,5743.00,0.99,0.99
3168,3.93246130,,,,,0.142,,532.00,4700.00,0.73,0.70
3169,0.92103214,,,,,0.099,,820.00,5869.00,1.01,1.02
3170,4.72673978,0.053000,0.000000,89.183,0.01265,0.132,6.88000,,5669.00,0.91,0.92
3171,1460.00000000,,,,3.00000,,,,5669.00,0.91,0.92
3172,71.45177750,,,,,0.190,,905.00,6335.00,1.25,1.40
3173,8.03755877,,,,,0.119,,490.00,5241.00,0.86,0.81
3174,1.92143740,,,,,0.122,,478.00,5331.00,0.87,0.84
3175,14.20443009,,,,,0.219,,922.00,5346.00,0.87,0.84
3176,55.67383090,,,,,0.186,,603.00,5001.00,0.81,0.77
3177,4.88083852,,,,,0.120,,482.00,4830.00,0.78,0.73
3178,10.56134221,,,,,0.129,,687.00,5482.00,0.92,0.89
3179,67.66882700,,,,,0.332,,1482.00,6095.00,1.15,1.22
3180,153.34336400,,,,,0.238,,1482.00,6095.00,1.15,1.22
3181,52.62984170,,,,,0.198,,861.00,5533.00,0.92,0.89
3182,14.87829600,,,,,0.156,,1029.00,5471.00,0.88,0.85
3183,2.50806000,,,,0.03400,0.313,1.45000,,4781.00,0.81,0.76
3184,820.30000000,,,,9.83600,,,,4781.00,0.81,0.76
3185,59.62252570,,,,,0.298,,1317.00,5769.00,0.97,0.96
3186,17.42395198,,,,,0.275,,1105.00,5539.00,0.89,0.86
3187,44.96417488,,,,,0.190,,218.00,4861.00,0.81,0.75
3188,49.77014380,,,,,0.529,,1239.00,5612.00,0.93,0.91
